Country,Year,Unsafe water source,Unsafe sanitation,No access to handwashing facility,Household air pollution from solid fuels,Non-exclusive breastfeeding,Discontinued breastfeeding,Child wasting,Child stunting,Low birth weight for gestation,Secondhand smoke,Alcohol use,Drug use,Diet low in fruits,Diet low in vegetables,Unsafe sex,Low physical activity,High fasting plasma glucose,High total cholesterol,High body-mass index,High systolic blood pressure,Smoking,Iron deficiency,Vitamin A deficiency,Low bone mineral density,Air pollution,Outdoor air pollution,Diet high in sodium,Diet low in whole grains,Diet low in nuts and seeds,Calories,GDP,Code,Population
Morocco,2008,1490.751387,699.4999027,805.606518,1646.190167,679.5387508,70.55051328,2223.293831,472.7888889,7855.009256,6203.724931,3281.812633,1221.302218,8887.216874,7342.923982,1469.599336,9759.989491,40716.2434,,29883.71131,63658.71909,17369.86447,250.4761944,1095.220601,524.1698543,16749.92885,15219.43,6447.621595,22249.45132,14861.53928,,102000000000.0,MAR,31606768
Morocco,2009,1403.983689,612.8479697,761.0678464,1605.239368,628.6598364,66.91960299,1965.8013,371.7812595,7493.243119,6210.355574,3158.184904,1272.546875,8767.446901,7269.695696,1494.150355,9919.961625,41659.6505,,30699.92887,64524.82425,17379.88475,255.3838,829.7679364,526.713336,16874.98618,15387.46,6550.58921,22539.91358,14989.25212,,101000000000.0,MAR,32030779
Mozambique,1990,16680.42632,13023.23489,12296.59412,18339.06974,4509.644026,190.6025056,34978.52023,12065.31303,13633.78993,2077.732431,1899.718282,207.1546261,4550.404451,3122.499848,3474.507359,672.865598,8126.602188,2638.436301,1708.489763,14679.74914,5529.52696,1079.5302,15618.6196,388.2578107,19411.21323,1130.8,2590.830873,4312.535416,1707.126205,,,MOZ,13094535
Mozambique,1991,16811.64672,13124.43423,12302.39701,18192.00333,4500.055042,193.4773805,34772.95283,11804.19105,13540.77156,2072.267599,2009.537149,225.5765622,4597.435665,3151.421846,4557.688557,681.2744957,8297.748264,,1729.829884,14861.3631,5549.636471,1037.569192,15339.6868,406.7874399,19251.79928,1119.75,2567.63292,4343.161505,1722.386072,"1,740",3633488385.0,MOZ,13352092
Mozambique,1992,17200.08616,13432.82268,12472.56763,18183.30135,4541.965258,201.4286699,34848.37731,11557.70519,13512.15406,2082.385549,2135.369345,249.5638477,4692.570461,3211.272544,6079.13556,695.0756383,8544.787429,,1775.897638,15167.43745,5626.918319,1010.389026,15165.81358,414.7718332,19245.18639,1123.85,2559.493548,4418.908374,1755.156019,,2640001311.0,MOZ,13613316
Mozambique,1993,17003.26346,13278.34069,12311.86458,18046.34341,4416.488028,202.6647199,34237.54504,11086.32857,13428.28818,2077.472699,2312.018143,278.6090376,4773.331116,3259.944548,8050.68468,706.5111435,8772.006916,,1824.192055,15422.1781,5724.891587,970.7840427,14672.32095,432.7901119,19111.00333,1128.54,2546.506988,4479.827091,1782.532487,,2729524758.0,MOZ,14051203
Mozambique,1994,16451.69923,12847.7599,11936.69157,17756.44936,4197.88674,199.0304135,33280.93308,10539.42618,13306.84535,2052.915212,2482.156676,309.9387327,4794.122841,3271.600573,10511.78466,711.8620078,8915.72709,,1859.698367,15529.14165,5761.059499,946.1345657,14122.47116,439.3425462,18804.66665,1113.38,2523.638518,4489.477488,1789.881433,,2796555381.0,MOZ,15033850
Mozambique,1995,16389.74827,12799.16411,11824.27596,17537.60643,4096.210262,202.8902127,32838.65517,10149.29112,13251.39092,2032.326023,2698.366194,347.8196221,4854.000112,3303.371293,13538.60165,720.9102725,9123.140651,2921.486421,1910.606601,15721.18362,5881.463758,959.8881558,13857.46153,451.7398139,18575.19723,1104.31,2522.761893,4529.809071,1807.820507,,2899912130.0,MOZ,15960528
Mozambique,1996,15742.35523,12288.82959,11378.31054,17126.455,3889.062676,198.5231819,30968.51627,9490.33401,13144.48898,1999.378097,2972.730194,392.2662819,4920.152242,3347.115734,17104.84965,733.3720885,9344.217619,,1997.772107,15967.84593,6031.604983,958.7896084,13372.91637,470.4118414,18190.70638,1132.66,2544.883637,4578.829484,1835.512253,"1,920",3856799844.0,MOZ,16492483
Mozambique,1997,15340.44687,11970.86477,11057.24447,16795.1069,3750.740095,198.2300448,29022.73653,8803.045265,13068.06086,1968.35061,3327.765737,444.6721773,5013.608655,3410.137554,21188.89778,749.9829882,9627.75275,,2147.244298,16295.89238,6248.186728,947.034852,13045.5213,470.4989005,17859.79419,1135.32,2586.647394,4654.936081,1875.908403,,4648838896.0,MOZ,16949989
Mozambique,1998,15722.8776,12267.22071,11156.36165,16368.55892,3847.727989,212.3718059,27687.71983,8066.88404,12984.42753,1926.022654,3678.584241,496.3001949,4976.114672,3385.36766,25683.09595,749.5419426,9705.794635,,2271.971212,16221.13496,6361.043121,897.6042606,12659.59803,469.5760818,17430.47927,1133.2,2568.732809,4611.335682,1872.239183,,5263884908.0,MOZ,17340462
Mozambique,1999,14975.70761,11679.70776,10684.60876,15987.80301,3658.039309,206.798925,25664.75463,7181.783726,12890.28167,1893.85178,4125.554004,552.3086291,4976.1344,3382.45759,30547.0661,752.6643604,9878.368373,,2422.775732,16240.81337,6562.710739,856.2058582,11718.51562,469.8716943,17064.07323,1148.35,2530.657668,4601.723912,1877.126902,,5976402586.0,MOZ,17734499
Mozambique,2000,13483.99374,10512.71756,9829.63316,15669.07065,3258.527701,183.5096423,23228.95894,6306.670966,12787.65636,1863.483639,4644.34399,612.9455428,5016.045975,3406.701418,35726.18618,761.3675135,10126.21848,3097.397435,2586.979426,16378.12754,6827.997645,825.3117796,10450.39174,473.8615393,16752.4319,1156.69,2518.04971,4628.536646,1898.287076,,5656473652.0,MOZ,18129652
Mozambique,2001,12591.65934,9807.370093,9228.994036,15089.16543,3002.050801,164.9539138,21054.96966,5646.642475,12607.63198,1798.745386,4988.424668,671.1957135,4968.853278,3370.596868,41020.76757,758.9084164,10211.46145,,2715.979485,16262.97525,6977.134829,801.377856,9550.111939,472.2274688,16164.21678,1148.16,2465.692685,4574.065153,1884.483026,"1,950",5398557896.0,MOZ,18537734
Mozambique,2002,12126.61452,9435.887157,8879.59634,14717.17267,2835.903221,149.9524236,19315.71866,5088.456817,12425.6819,1759.870002,5418.319026,737.222352,5015.030876,3410.470239,46409.56849,774.1690194,10455.32853,,2926.191322,16455.01809,7215.84984,802.7867497,8805.986023,488.8838298,15803.57595,1159.76,2461.663012,4617.669228,1926.001895,,5677013629.0,MOZ,18958338
Mozambique,2003,11342.40767,8816.76327,8372.826717,14374.94745,2584.332756,130.0179772,17633.3578,4688.93785,12247.34889,1722.651779,5785.390789,802.7722144,5079.336101,3450.783063,51645.06478,787.7222894,10698.78287,,3151.29542,16676.91834,7440.92212,797.3945624,8301.548791,483.7681352,15469.03755,1167.82,2456.783371,4670.446203,1954.298504,,6303399758.0,MOZ,19392477
Mozambique,2004,10912.70265,8473.695582,8069.972719,14143.04717,2426.539027,117.2506924,16504.90194,4556.633999,12101.57755,1700.906001,6139.244327,870.520258,5206.33036,3531.172405,56566.23842,809.0275566,11019.21056,,3396.484256,17067.97034,7713.745753,805.2814005,8343.847412,492.7690936,15262.63681,1193.88,2449.160777,4778.460763,2006.332676,,7631106171.0,MOZ,19840311
Mozambique,2005,10617.38746,8233.888706,7864.782137,14011.2901,2286.733743,107.5866244,15474.74242,4313.281165,11947.84246,1695.688459,6420.148259,938.5814605,5366.591968,3639.002016,61061.42135,835.3325909,11394.92455,3137.221741,3633.652958,17586.72416,8011.303763,832.9998737,8063.080364,502.6921616,15178.11996,1241.81,2473.70838,4924.813838,2074.053025,,8542083074.0,MOZ,20304578
Mozambique,2006,10929.41704,8461.752284,8071.686092,14273.97708,2259.035765,110.3606221,14331.75623,2992.968548,11865.04227,1724.068854,6650.143097,998.3759559,5527.48349,3744.374361,64625.04427,860.4603114,11792.99765,3200.893028,3836.085615,18091.21677,8326.845067,859.3756107,5066.753908,515.0259088,15498.80163,1300.37,2491.870147,5070.597704,2137.191215,"2,070",9176896597.0,MOZ,20787088
Mozambique,2007,10773.9442,8325.790738,7969.300812,14276.29455,2146.878356,105.5206742,13537.39561,2722.8002,11775.82653,1722.410357,6919.887182,1047.010629,5744.46852,3886.03151,66585.77031,892.2153788,12309.85333,,4076.715358,18776.29406,8702.204606,882.5720397,4465.386338,532.0395593,15571.24304,1371.13,2524.920088,5269.294914,2218.194908,,10450826527.0,MOZ,21287638
Mozambique,2008,10898.89199,8407.389395,8029.622007,14305.03256,2107.769309,108.5653588,13279.33262,2653.297919,11730.32537,1716.28884,7095.337528,1081.858073,5881.651223,3975.88057,67171.52669,913.4098902,12691.05781,,4258.492119,19214.21126,8982.84703,894.8635279,4234.36302,538.8523098,15651.65015,1422.73,2507.464029,5397.41623,2274.258757,,12556173243.0,MOZ,21819035
Mozambique,2009,10637.18065,8191.751743,7833.400377,14041.63614,1966.787092,110.2192613,12351.08842,2373.44549,11613.3697,1684.729455,7218.742263,1123.266509,6000.284432,4054.20424,68567.83696,933.9103324,13045.39716,,4436.394875,19620.55455,9205.490756,895.2641457,3649.819456,548.8051382,15449.16646,1483.08,2490.179215,5510.664275,2325.513564,,11914471513.0,MOZ,22391752
Myanmar,1990,17918.4872,14150.5932,10689.87291,46912.9363,7981.975048,132.4279347,45737.93528,14603.81958,27005.04854,15304.80288,9462.364069,1565.675626,16166.24538,9448.494,3155.736178,3068.690928,49137.02152,10135.93803,7070.240362,43816.24847,70743.9008,1014.882232,13502.10032,1454.317365,58056.44909,12293.54,21575.96675,12301.96846,8273.680807,,2036373523.0,MMR,39817252
Myanmar,1991,17539.68096,13860.03368,10532.35212,47189.45845,7785.34986,127.4901778,44454.1766,13981.92094,26723.37282,15060.89424,9777.10069,1662.767403,16499.45602,9626.437699,3319.222794,3141.85662,50562.38948,,7219.636478,44794.24757,71564.94013,1032.8327,12954.88376,1479.133221,58518.51481,12511.8,22261.20389,12584.57772,8458.337972,"1,840",2137184858.0,MMR,40394159
Myanmar,1992,17043.52967,13476.10454,10293.95538,46851.15874,7525.459595,121.631902,42853.81811,13277.664,26321.07328,14772.42614,10069.42342,1784.725526,16777.71023,9760.460068,3570.857438,3208.540872,51797.2193,,7364.507811,45672.75285,72152.62949,1040.54185,12367.85314,1510.591442,58469.84723,12828.34,22908.86604,12819.68635,8613.934623,,2216072577.0,MMR,40950343
Myanmar,1993,16590.62501,13122.2749,10055.59492,46512.98521,7268.517535,116.2672903,41268.30503,12574.05291,25798.42097,14511.966,10387.24391,1962.397879,17032.04445,9868.498827,4030.60925,3272.670159,52897.4078,,7513.875646,46523.28341,72584.56254,1041.446571,11760.0506,1554.652127,58390.29083,13113.47,22670.09224,13038.64657,8753.002277,,2809748387.0,MMR,41502423
Myanmar,1994,16002.84045,12658.37223,9748.089491,46042.22515,6961.653832,109.8691598,39465.58014,11833.01537,25169.76726,14285.29384,10690.39473,2135.368985,17264.58109,9946.046982,4538.577535,3333.874644,53866.70773,,7664.337533,47328.64729,72858.12786,1030.690853,11092.03885,1598.511957,58156.78727,13378.95,22440.35033,13228.32506,8876.625815,,3821535780.0,MMR,42055150
Myanmar,1995,15458.85159,12226.95194,9458.056602,45672.41643,6683.926338,104.264036,37823.37464,11139.15221,24614.09653,14143.64341,11033.01846,2324.519,17448.39905,9984.433205,5170.675243,3389.692885,54668.25233,11160.08758,7808.727014,48009.23863,72952.98728,1001.842216,10456.18546,1642.24334,57973.02093,13591.02,22268.55845,13390.38061,8980.640298,,4879257848.0,MMR,42605343
Myanmar,1996,14718.48817,11640.6051,9126.803626,45330.87247,6374.036221,96.51547179,35899.60326,10422.66516,24002.3772,14095.31406,11291.67316,2515.773144,17628.63535,10017.86104,5932.925044,3443.768169,55314.78128,,7975.548326,48732.7098,73008.38575,1033.282338,9678.745157,1681.845166,57933.92101,13925.75,22133.57199,13548.01975,9070.207672,"2,040",5759624742.0,MMR,43154857
Myanmar,1997,14091.69906,11139.93843,8806.856866,44791.56642,6065.338505,89.65770007,33986.77148,9747.316829,23349.44544,14016.60204,11657.57374,2690.708249,17791.09395,10035.93896,6806.846232,3496.165746,55746.76445,,8182.903654,49419.1573,72875.94532,1050.60476,9007.226746,1724.309111,57650.12929,14215.82,22004.09703,13687.03846,9145.970087,,5633070603.0,MMR,43708802
Myanmar,1998,13679.32534,10809.74607,8568.416522,44379.58945,5796.848668,84.77194907,32067.75532,8956.368375,22632.52026,13957.81954,12041.66018,2854.700615,17924.85624,10029.62247,7800.962921,3547.634102,56060.53622,,8422.831814,50046.38042,72628.0459,1052.162643,8104.955419,1766.808661,57437.1222,14450.68,21879.6151,13818.77635,9210.357901,,4613071495.0,MMR,44257792
Myanmar,1999,13402.28543,10583.43627,8355.603091,43903.24005,5550.44396,80.75598098,30358.93099,8330.013329,21853.21489,13898.55254,12353.61842,3019.146781,18029.7182,10008.50044,8884.545128,3607.625528,56464.23483,,8689.515281,50593.50491,72402.32398,1031.396609,7493.254193,1803.401897,57154.47193,14682.39,21770.36064,13940.03381,9276.254668,,5643818689.0,MMR,44787727
Myanmar,2000,13074.41023,10314.48269,8096.858465,42966.90042,5278.779772,76.54848793,28651.60259,7746.358075,20967.46428,13808.82605,12569.7426,3228.000877,18069.33362,9922.278695,10051.35167,3651.994218,56799.76513,11988.30705,8962.129711,50957.82475,72042.59521,979.0450779,6992.224277,1841.628348,56529.01078,15021.66,21759.57248,14011.10472,9291.942738,,6849321646.0,MMR,45290851
Myanmar,2001,12776.18983,10057.30644,7838.281407,42195.80004,5031.833653,72.39240019,27037.22698,7213.90029,20054.70902,13721.06888,12727.92552,3487.022982,18114.34297,9825.416307,11274.17161,3696.857413,57525.45356,,9385.734183,51342.07444,71848.41704,946.9744614,6579.146244,1883.542847,56124.86792,15415.77,21774.42566,14061.37447,9301.841766,"2,160",6220270632.0,MMR,45771140
Myanmar,2002,12521.03835,9833.06216,7594.910497,40854.1015,4794.866983,68.58972913,25486.54734,6704.540162,19144.35613,13607.02435,12856.60015,3753.317375,18106.80441,9689.094117,12518.55584,3731.477268,58279.10284,,9961.210548,51633.6897,71533.00983,908.0994912,6175.363087,1919.541986,55404.5028,16045.39,21836.13135,14078.40678,9267.660903,,6110632858.0,MMR,46232656
Myanmar,2003,12330.2032,9654.571817,7383.782736,39663.18494,4558.216769,65.81994875,23795.29586,6025.356853,18294.99057,13516.80938,12878.49365,4016.474264,18045.45972,9538.592341,13761.25218,3765.081382,59131.26009,,10659.60205,51884.88582,71076.25613,866.2044663,5433.93816,1952.943995,54821.37875,16660.1,21418.52174,14064.58766,9223.466604,,7754647428.0,MMR,46667190
Myanmar,2004,12141.91343,9460.831952,7163.821074,38616.66112,4294.143246,63.9241056,22017.64304,5271.232568,17446.95996,13416.04341,13057.17323,4282.780623,18092.20243,9391.916268,14875.23741,3800.825992,59946.3549,,11406.61635,52326.55848,71084.70185,802.1422639,4551.567075,2021.595928,54331.92695,17225.94,21075.96293,14088.21848,9155.215013,,9390855298.0,MMR,47068779
Myanmar,2005,11725.22324,9082.029359,6826.833075,36975.21164,3963.257156,60.18918363,20197.38065,4684.583882,16582.2265,13142.21774,13020.10146,4504.059734,17822.03304,9106.316889,15774.0751,3787.94022,59917.68688,12661.96294,12001.70684,52032.07447,70291.72407,736.1104264,3978.921035,2059.919303,53023.40371,17546.34,20422.34528,13867.56405,8957.592229,,10588433069.0,MMR,47438362
Myanmar,2006,11182.32142,8596.909896,6446.615709,35601.61803,3586.55008,54.99792078,18369.9891,4187.799127,15683.899,12908.30521,13011.63195,4758.96,17624.30257,8855.375282,16367.45097,3793.814293,60327.1275,12674.23475,12735.02922,51931.65876,69954.99383,716.8705429,3557.287796,2106.958459,51987.3497,17882.92,19906.50884,13726.88666,8806.02083,"2,440",11863016315.0,MMR,47785142
Myanmar,2007,10598.65093,8075.913323,6042.695178,34038.0097,3203.624017,49.64864167,16560.96494,3749.878298,14757.02495,12569.89852,12975.85239,5055.162255,17315.15196,8559.377912,16476.40523,3779.491347,60323.10798,,13453.16013,51497.33842,69310.67289,685.8577112,3237.240353,2151.054308,50605.5188,18048.29,19256.69452,13495.25233,8588.822723,,15591182545.0,MMR,48125046
Myanmar,2008,10125.30648,7631.745047,5712.916629,32444.49981,2862.074892,46.01604662,14794.30809,3178.539015,13879.47451,12250.11367,16459.26721,5350.877661,17019.97863,8301.405301,16274.79312,3764.999238,60342.01826,,14212.35677,51061.34496,68572.98241,665.8433834,2628.877075,2188.238986,49217.8746,18229.87,18604.98186,13293.1638,8387.475077,,23013015832.0,MMR,48390791
Myanmar,2009,9532.617562,7096.316056,5353.61079,31199.26543,2526.647272,41.22001793,13217.10725,2795.206062,13087.64733,11940.34404,12959.26289,5629.088173,16895.17452,8088.915581,15912.42127,3761.494712,60385.24175,,14915.98145,50749.7129,68108.94196,642.8082264,2338.965319,2223.328534,48049.06446,18291.54,17959.15747,13136.51742,8211.760592,,29455165595.0,MMR,48660458
Nepal,1990,22647.13408,17725.53873,12237.14693,20286.08619,3020.205287,70.02101457,31700.89423,10683.87812,12242.95568,4156.589079,1806.598842,295.410823,5000.620436,3474.271227,1000.669756,1091.71462,6683.645498,4565.953271,1538.707319,12622.04053,15478.59871,1635.743521,9395.54163,554.8648128,27343.47311,7889.45,1136.096373,4077.084856,3413.451027,,3627560282.0,NPL,19524578
Nepal,1991,22186.68952,17343.65593,11881.18435,19623.74631,2873.663441,69.41838294,29755.82719,10049.64171,11949.94736,3992.653826,1928.167693,303.7055403,5007.407768,3486.872945,990.2659939,1116.510796,6785.683431,,1580.721817,12799.34193,15589.01709,1579.890384,9312.532669,573.0143908,26718.83055,7930.78,1050.853703,4115.35326,3473.115558,"2,190",3921476085.0,NPL,20036505
Nepal,1992,20721.58862,16172.00147,11122.13174,18768.08539,2565.784703,63.63415278,27188.06744,9238.896099,11663.11557,3827.581204,2061.910739,310.7837157,4972.305739,3471.537422,974.994331,1133.325605,6844.823804,,1624.527111,12880.61969,15597.19966,1516.860135,8828.038342,610.0202376,25971.80242,8035.01,1052.728866,4123.338947,3506.429287,,3401211581.0,NPL,20609707
Nepal,1993,20012.23398,15587.41435,10697.19892,18270.43984,2400.670036,61.71850806,25340.64541,8596.109311,11458.54324,3709.076574,2234.135478,321.8176921,5022.34658,3516.107987,961.0481241,1169.052151,7013.136149,,1706.135662,13182.60438,15838.15167,1457.214235,8519.217664,625.962236,25559.99383,8126.82,1069.333306,4205.295109,3605.015719,,3660041667.0,NPL,21180157
Nepal,1994,19242.57954,14949.27845,10237.018,17565.67014,2240.092905,59.61002975,23613.83011,7955.001,11253.6065,3570.031834,2372.580201,330.058467,5014.07929,3499.116254,934.629418,1187.585598,7078.80592,,1769.533823,13284.09939,15849.46413,1366.690859,8130.420302,658.9231317,24924.21265,8188.1,1058.258998,4217.973106,3646.467548,,4066775510.0,NPL,21717482
Nepal,1995,18513.51258,14344.24771,9803.15843,16987.54796,2090.957324,56.72203653,22003.22199,7326.802999,11069.07101,3441.9348,2544.374219,340.4499826,4992.862615,3488.474021,907.8211345,1207.042617,7151.928131,5585.884704,1841.705717,13407.59268,15881.35701,1321.958214,7677.679906,692.9662935,24347.14314,8181.96,1062.877924,4241.303092,3698.291023,,4401104418.0,NPL,22245442
Nepal,1996,17601.3992,13592.11248,9292.324313,16413.92718,1938.053505,52.50200291,20318.19208,6665.523428,10915.08428,3308.618464,2721.925546,349.142152,4949.214398,3460.491625,880.2934809,1222.046665,7192.551274,,1920.233708,13483.62199,15816.53616,1240.001377,7079.774508,712.6642097,23774.88803,8172.81,1062.639185,4247.720964,3735.55302,"2,210",4521580381.0,NPL,22741867
Nepal,1997,16783.46708,12875.37096,8823.67236,15934.01709,1826.950415,49.35294291,18734.00654,6003.206831,10796.63993,3188.711239,2938.036789,361.979311,4956.160016,3465.920366,865.1942311,1248.117565,7299.968699,,2041.151134,13698.1396,15890.22418,1113.124026,6430.114913,737.1160235,23297.79542,8168.0,1069.917503,4298.237734,3812.49602,,4918691917.0,NPL,23219459
Nepal,1998,15989.69163,12172.04845,8344.852969,15313.78078,1715.587848,45.80741149,17108.5902,5346.455736,10599.08012,3064.135,3176.156075,375.6923733,4963.483052,3468.185743,876.9584039,1274.951973,7417.490547,,2178.988228,13944.39101,15952.50641,1019.280397,5768.028125,762.9873291,22706.64947,8187.19,1076.979691,4351.854607,3888.533656,,4856255044.0,NPL,23680357
Nepal,1999,15148.90002,11431.80504,7858.613254,14840.77816,1594.413277,40.76546064,15500.25216,4690.111309,10340.03345,2961.603139,3381.826456,390.2046665,4985.890757,3483.099383,927.2546394,1311.881333,7570.392747,,2329.906027,14210.94978,16009.19412,934.067109,5062.495516,790.0547394,22202.55072,8148.5,1181.731969,4422.783303,4004.259218,,5033642384.0,NPL,24125201
Nepal,2000,14298.97792,10682.17697,7356.476801,14246.97103,1472.281735,35.11639773,13930.55112,4082.368151,9954.690821,2867.409093,3558.185497,408.2828443,5008.551965,3497.435208,1015.400512,1353.101599,7743.263512,7159.534667,2485.871739,14512.61704,16098.31356,873.4409405,4426.493108,813.2270612,21621.73554,8153.61,1302.338537,4502.080029,4131.15444,,5494252208.0,NPL,24546510
Nepal,2001,13395.59187,9897.201069,6846.936952,13713.60382,1352.216209,29.29119512,12412.41779,3548.265179,9518.414698,2790.095016,3721.936352,430.2216032,5008.175726,3477.216244,1161.826698,1386.7461,7898.556028,,2642.063166,14740.10422,16127.25016,802.2920585,3856.137384,829.487608,21176.04668,8242.11,1439.212691,4553.675947,4212.462219,"2,260",6007055042.0,NPL,24946755
Nepal,2002,12579.803,9185.981263,6379.263005,13247.13982,1240.270527,24.52679495,10990.16984,3092.013389,9059.675195,2729.284127,3936.441144,457.5866286,5069.484911,3487.30772,1360.617458,1435.066127,8153.299937,,2846.431755,15129.55976,16311.85434,722.6088714,3385.49247,860.3542233,20838.61069,8384.09,1613.718363,4658.969517,4326.954503,,6050875807.0,NPL,25328989
Nepal,2003,11939.16868,8616.694188,6004.394718,12932.759,1151.626314,21.12107613,9805.94316,2655.185452,8616.484338,2696.306122,4142.616385,490.6315693,5160.576641,3507.059472,1608.626285,1490.349715,8455.706007,,3080.87601,15603.29063,16565.76553,645.7926285,2882.843478,888.8546149,20695.66534,8575.56,1825.273395,4791.005162,4457.67914,,6330473097.0,NPL,25688764
Nepal,2004,11360.10368,8131.866363,5669.573957,12646.03825,1063.457395,18.11580346,8730.598703,2297.277126,8184.017851,2686.976198,4344.667312,529.4700577,5318.918983,3551.929426,1890.007764,1560.266184,8840.193878,,3352.362119,16247.8641,16971.30732,610.9417933,2508.834366,922.2285691,20674.72366,8868.47,2134.34671,4974.719114,4624.333583,,7273938315.0,NPL,26016653
Nepal,2005,11237.16716,7987.342874,5588.982106,12793.70824,1036.372994,17.73457714,8129.472441,1760.291259,7826.543638,2750.143141,4491.172468,570.5904009,5494.13452,3605.106086,2185.305314,1638.090886,9269.364971,9113.6453,3639.265881,16976.21761,17458.84257,575.1757166,1658.346221,967.8908643,21181.80851,9260.74,2457.309407,5188.762324,4817.128293,,8130258415.0,NPL,26309462
Nepal,2006,10988.2105,7759.646675,5425.559826,12757.14699,975.380607,16.21801082,7398.378026,1437.096971,7474.393598,2803.687538,4615.843371,614.463521,5705.961641,3672.261873,2465.125857,1728.626936,9772.269142,9415.730693,3959.86819,17792.95347,18061.129,553.7671014,1279.941957,1002.88421,21615.34728,9770.73,2845.513006,5437.30879,5044.293008,"2,350",9043715356.0,NPL,26565431
Nepal,2007,10711.56437,7518.631531,5226.75311,12653.9917,883.4217052,14.17639558,6633.791754,1221.083117,7104.129551,2860.337307,4751.846631,656.1471131,5943.452118,3745.625256,2690.804347,1828.88786,10343.41644,,4334.159285,18689.48959,18725.2651,541.7466988,1116.953832,1046.759266,22018.30796,10322.53,3306.729412,5718.350657,5294.788648,,10325618017.0,NPL,26788499
Nepal,2008,10433.89865,7269.551223,5017.473202,12473.98786,789.6567735,12.25845607,5897.962317,1040.997008,6683.161019,2910.698494,4866.091397,692.5880085,6157.579356,3789.321116,2839.202941,1923.996026,10910.38953,,4730.344588,19498.50992,19301.77102,525.1474503,1003.370368,1100.839444,22327.30042,10855.5,3820.779167,5983.594615,5521.259152,,12545438605.0,NPL,26990038
Nepal,2009,10214.06696,7051.304578,4835.844845,12422.95219,709.4297136,10.76755586,5276.17319,883.7772491,6252.268759,2975.518785,4987.825517,727.3000988,6412.704092,3833.002085,2954.178302,2023.638468,11525.22062,,5161.891547,20348.70897,19900.45232,511.4322135,874.4714644,1153.062535,22734.10237,11361.4,4445.400016,6258.921956,5754.430077,,12854985464.0,NPL,27173035
Netherlands,1990,1.888316819,1.521233539,21.33830241,144.7176333,4.431492146,0.136017897,60.39416947,1.06482981,462.4741631,2889.359465,3695.317765,315.0906677,4034.539389,5233.266523,688.3309667,4010.061136,22197.18199,18476.64954,10722.09497,26861.04297,35284.63091,4.662206796,2.005477316,709.2701269,8071.420553,8036.1,3020.64774,7816.557226,6421.475208,,318000000000.0,NLD,15030884
Netherlands,1991,2.030440194,1.568337091,22.65667357,135.740676,4.050912415,0.135942589,64.2693273,0.970183805,437.2317989,2828.114076,3598.378262,334.217428,3942.502395,5134.515252,723.3572727,3966.203128,22181.83936,,10825.7401,26591.36068,34959.35405,4.010724064,1.82665528,714.1226175,8036.810915,8012.45,3036.495364,7702.104403,6243.278309,"3,280",328000000000.0,NLD,15155091
Netherlands,1992,2.038216896,1.585543612,24.35348713,126.1813436,3.732698082,0.132162608,69.83175528,0.883587785,414.2444383,2779.727741,3557.68754,352.642154,3886.473748,5057.761977,827.9999103,3934.035521,22177.25069,,10910.89201,26754.92917,34724.70383,4.814047618,1.663566931,724.6869666,8028.746338,8016.07,3072.57857,7614.447996,6093.838911,,363000000000.0,NLD,15276786
Netherlands,1993,2.174165299,1.712573497,28.16997421,125.4419114,3.736036605,0.13864518,78.45329237,0.872843169,405.9585115,2850.973601,3595.288143,375.6370157,3989.48529,5173.334123,862.0556884,4045.905043,22901.68551,,11326.88408,27920.08898,35681.90211,4.904939455,1.650176617,743.9434842,8365.89057,8361.84,3222.845132,7813.315908,6185.793604,,354000000000.0,NLD,15389718
Netherlands,1994,2.368007893,1.895992141,29.91982471,116.7608916,3.460357395,0.143814175,81.77482218,0.805709889,377.9548649,2749.874891,3546.178682,383.4597292,3869.006808,4985.216712,868.2618159,3925.473309,22412.52633,,11187.9003,27597.85962,34742.58845,4.367241394,1.552973756,742.4500622,8188.979257,8192.89,3205.936725,7574.013885,5904.358892,,379000000000.0,NLD,15485453
Netherlands,1995,2.510773083,2.048936579,32.65330958,109.9032803,3.403159709,0.149696044,84.0967496,0.789084007,365.1191632,2725.85594,3577.587594,395.1866577,3850.932072,4906.892591,857.4050639,3882.215383,22290.13229,16651.09917,11180.81211,27800.17991,34637.21404,4.562647445,1.544551899,750.0002731,8231.265494,8246.12,3252.294332,7491.667118,5768.452478,,452000000000.0,NLD,15565033
Netherlands,1996,2.963927215,2.471578684,35.75863251,104.5177365,3.602167443,0.179415939,94.21903954,0.819142072,370.7811113,2715.366237,3751.150655,416.5054864,3873.343723,4852.629945,750.9075469,3865.747101,22353.75586,,11291.91354,28170.46191,34854.51849,5.674938709,1.673243009,768.4432184,8313.667256,8337.02,3327.246489,7454.096304,5652.695266,"3,280",450000000000.0,NLD,15640031
Netherlands,1997,2.997099857,2.559332449,37.92880373,99.02801177,3.476679909,0.178810259,99.47914006,0.772416407,347.8660702,2647.333549,3789.817453,427.1596456,3802.571562,4691.332164,612.8821884,3773.562682,22012.72182,,11185.34196,27943.45524,34224.6833,5.0229231,1.621354788,767.0339249,8219.425937,8248.23,3349.30278,7265.415602,5415.043052,,417000000000.0,NLD,15723620
